Id,URL,Host,Path,Status,Status Code,Method,Content Type,Client Name,Client Address,Remote Address,Request Start Time,Request End Time,Request Duration (ms),Response Start Time,Response End Time,Response Duration (ms),Duration (ms),Time Complete,Request Body Size (bytes),Response Body Size (bytes),Compressed Request Size (bytes),Compressed Response Size (bytes),Comment,Server IP Address,Server Certificate - Common Name,Server Certificate - DNSs,GraphQL Query Name
134,http://s-api-secure.37.com.cn/go/sdk/quick_login,s-api-secure.37.com.cn,/go/sdk/quick_login,Completed,200,POST,application/json; charset=utf-8,192.168.1.198,192.168.1.198:61215,s-api-secure.37.com.cn - 28.0.4.128:80,15:21:42.985,15:21:42.986,2,15:21:45.219,15:21:45.219,0,2234,15:21:45.219,2262,662,0,0,,s-api-secure.37.com.cn - 28.0.4.128:80,,,
