Id,URL,Host,Path,Status,Status Code,Method,Content Type,Client Name,Client Address,Remote Address,Request Start Time,Request End Time,Request Duration (ms),Response Start Time,Response End Time,Response Duration (ms),Duration (ms),Time Complete,Request Body Size (bytes),Response Body Size (bytes),Compressed Request Size (bytes),Compressed Response Size (bytes),Comment,Server IP Address,Server Certificate - Common Name,Server Certificate - DNSs,GraphQL Query Name
354,http://iert.shuzilm.cn/report?v=1.0&e=1&c=1,iert.shuzilm.cn,/report,Error,403,POST,text/html,192.168.31.109,192.168.31.109:51360,iert.shuzilm.cn - 39.105.20.22:80,01:15:04.989,01:15:05.032,44,01:15:05.072,01:15:05.072,0,83,01:15:05.072,224,153,0,0,,iert.shuzilm.cn - 39.105.20.22:80,,,
367,http://iert.shuzilm.cn/report?v=1.0&e=1&c=1,iert.shuzilm.cn,/report,Error,403,POST,text/html,192.168.31.109,192.168.31.109:51360,iert.shuzilm.cn - 39.105.20.22:80,01:15:05.080,01:15:05.080,0,01:15:05.116,01:15:05.116,0,36,01:15:05.116,232,153,0,0,,iert.shuzilm.cn - 39.105.20.22:80,,,
353,http://app-liefer.37.com.cn/app/push/param?apk_name=com.m37.dldlsy.sy37&gid=1003279&pid=46,app-liefer.37.com.cn,/app/push/param,Completed,200,GET,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51362,app-liefer.37.com.cn - 42.194.153.137:80,01:15:04.989,01:15:05.037,48,01:15:05.097,01:15:05.097,0,108,01:15:05.097,0,22,0,0,,app-liefer.37.com.cn - 42.194.153.137:80,,,
353,http://app-liefer.37.com.cn/app/client/config/get?gid=1003279&pid=46,app-liefer.37.com.cn,/app/client/config/get,Completed,200,GET,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51363,app-liefer.37.com.cn - 42.194.153.137:80,01:15:04.989,01:15:05.032,44,01:15:05.086,01:15:05.086,0,97,01:15:05.086,0,80,0,0,,app-liefer.37.com.cn - 42.194.153.137:80,,,
358,https://dig.bdurl.net,dig.bdurl.net,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51368,dig.bdurl.net - 139.224.30.139:443,01:15:04.995,,,,,,,,0,0,0,0,,dig.bdurl.net - 139.224.30.139:443,,,
359,https://analytics.oceanengine.com,analytics.oceanengine.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51369,analytics.oceanengine.com - 218.98.46.66:443,01:15:05.007,01:17:05.262,120255,01:17:05.262,01:17:05.262,0,120255,01:17:05.262,0,0,0,0,,analytics.oceanengine.com - 218.98.46.66:443,,,
366,https://dypnsapi.aliyuncs.com,dypnsapi.aliyuncs.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51374,dypnsapi.aliyuncs.com - 106.11.211.236:443,01:15:05.058,01:15:35.252,30194,01:15:35.252,01:15:35.252,0,30194,01:15:35.252,0,0,0,0,,dypnsapi.aliyuncs.com - 106.11.211.236:443,,,
369,https://amp-api-edge.apps.apple.com,amp-api-edge.apps.apple.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51376,amp-api-edge.apps.apple.com - 116.153.82.201:443,01:15:05.140,01:15:05.342,201,01:15:05.342,01:15:05.342,0,201,01:15:05.342,0,0,0,0,,amp-api-edge.apps.apple.com - 116.153.82.201:443,,,
370,http://idaa.shuzilm.cn/report?v=1.0&t=iaa,idaa.shuzilm.cn,/report,Completed,200,POST,,192.168.31.109,192.168.31.109:51377,idaa.shuzilm.cn - 47.95.48.11:80,01:15:05.202,01:15:05.240,38,01:15:05.279,01:15:05.280,0,78,01:15:05.280,944,0,0,0,,idaa.shuzilm.cn - 47.95.48.11:80,,,
380,https://api-adservices.apple.com,api-adservices.apple.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51385,api-adservices.apple.com - 17.188.23.18:443,01:15:05.255,01:15:35.865,30609,01:15:35.865,01:15:35.865,0,30609,01:15:35.865,0,0,0,0,,api-adservices.apple.com - 17.188.23.18:443,,,
386,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51393,imgcs.s98s2.com - 101.69.146.238:443,01:15:05.280,01:15:35.414,30134,01:15:35.414,01:15:35.414,0,30134,01:15:35.414,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
391,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51396,imgcs.s98s2.com - 101.69.146.238:443,01:15:05.378,01:15:35.516,30138,01:15:35.516,01:15:35.516,0,30138,01:15:35.516,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
393,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51398,imgcs.s98s2.com - 101.69.146.238:443,01:15:05.463,01:15:35.619,30155,01:15:35.619,01:15:35.619,0,30155,01:15:35.619,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
433,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51434,imgcs.s98s2.com - 101.69.146.57:443,01:15:09.386,01:15:39.904,30518,01:15:39.904,01:15:39.904,0,30518,01:15:39.904,0,0,0,0,,imgcs.s98s2.com - 101.69.146.57:443,,,
441,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51444,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.508,01:15:39.917,30408,01:15:39.917,01:15:39.917,0,30408,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
443,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51445,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.508,01:15:39.917,30408,01:15:39.917,01:15:39.917,0,30408,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
445,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51446,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.509,01:15:39.917,30408,01:15:39.917,01:15:39.917,0,30408,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
444,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51447,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.509,01:15:39.917,30408,01:15:39.917,01:15:39.917,0,30408,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
446,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51448,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.509,01:15:39.916,30408,01:15:39.916,01:15:39.916,0,30408,01:15:39.916,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
447,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51449,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.509,01:15:39.917,30408,01:15:39.917,01:15:39.917,0,30408,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
448,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51450,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.515,01:15:39.917,30402,01:15:39.917,01:15:39.917,0,30402,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
449,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51451,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.515,01:15:39.917,30402,01:15:39.917,01:15:39.917,0,30402,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
456,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51459,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.638,01:15:39.917,30278,01:15:39.917,01:15:39.917,0,30278,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
455,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51456,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.638,01:15:39.917,30278,01:15:39.917,01:15:39.917,0,30278,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
457,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51458,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.638,01:15:39.917,30279,01:15:39.917,01:15:39.917,0,30279,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
458,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51455,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.638,01:15:39.917,30279,01:15:39.917,01:15:39.917,0,30279,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
454,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51457,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.638,01:15:39.917,30279,01:15:39.917,01:15:39.917,0,30279,01:15:39.917,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
461,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51462,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.831,01:15:40.475,30645,01:15:40.475,01:15:40.475,0,30645,01:15:40.475,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
462,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51463,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.833,01:15:40.123,30290,01:15:40.123,01:15:40.123,0,30290,01:15:40.123,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
463,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51465,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.833,01:15:40.123,30290,01:15:40.123,01:15:40.123,0,30290,01:15:40.123,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
464,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51466,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.833,01:15:40.475,30642,01:15:40.475,01:15:40.475,0,30642,01:15:40.475,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
465,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51464,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.833,01:15:40.475,30642,01:15:40.475,01:15:40.475,0,30642,01:15:40.475,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
467,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51468,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.836,01:15:40.475,30639,01:15:40.475,01:15:40.475,0,30639,01:15:40.475,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
466,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51467,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.836,01:15:40.475,30639,01:15:40.475,01:15:40.475,0,30639,01:15:40.475,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
468,https://imgcs.s98s2.com,imgcs.s98s2.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51469,imgcs.s98s2.com - 101.69.146.238:443,01:15:09.836,01:15:40.475,30639,01:15:40.475,01:15:40.475,0,30639,01:15:40.475,0,0,0,0,,imgcs.s98s2.com - 101.69.146.238:443,,,
397,https://beian-game-report.95k.com,beian-game-report.95k.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51401,beian-game-report.95k.com - 139.199.214.56:443,01:15:05.489,,,,,,,,0,0,0,0,,beian-game-report.95k.com - 139.199.214.56:443,,,
396,https://beian-game-report.akbkgame.com,beian-game-report.akbkgame.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51402,beian-game-report.akbkgame.com - 139.199.214.56:443,01:15:05.489,,,,,,,,0,0,0,0,,beian-game-report.akbkgame.com - 139.199.214.56:443,,,
398,https://atj-api.akbing.com,atj-api.akbing.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51403,atj-api.akbing.com - 42.194.174.89:443,01:15:05.889,,,,,,,,0,0,0,0,,atj-api.akbing.com - 42.194.174.89:443,,,
415,https://validate-api-secure.37.com.cn/face/check-verify-need,validate-api-secure.37.com.cn,/face/check-verify-need,Completed,200,POST,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51414,validate-api-secure.37.com.cn - 42.194.157.10:443,01:15:08.808,01:15:08.943,135,01:15:09.017,01:15:09.017,0,209,01:15:09.017,939,214,0,0,,validate-api-secure.37.com.cn - 42.194.157.10:443,*.37.com.cn,*.37.com.cn; 37.com.cn; validate-api-secure.37.com.cn,
417,https://37.com.cn,37.com.cn,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51419,37.com.cn - 211.91.76.143:443,01:15:09.029,01:15:36.556,27526,01:15:36.556,01:15:36.556,0,27526,01:15:36.556,0,0,0,0,,37.com.cn - 211.91.76.143:443,,,
428,https://37.com.cn,37.com.cn,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51429,37.com.cn - 211.91.76.143:443,01:15:09.239,01:15:36.556,27317,01:15:36.556,01:15:36.556,0,27317,01:15:36.556,0,0,0,0,,37.com.cn - 211.91.76.143:443,,,
427,https://37.com.cn,37.com.cn,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51427,37.com.cn - 211.91.76.143:443,01:15:09.239,01:15:36.556,27317,01:15:36.556,01:15:36.556,0,27317,01:15:36.556,0,0,0,0,,37.com.cn - 211.91.76.143:443,,,
427,https://37.com.cn,37.com.cn,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51428,37.com.cn - 211.91.76.143:443,01:15:09.239,01:15:36.556,27317,01:15:36.556,01:15:36.556,0,27317,01:15:36.556,0,0,0,0,,37.com.cn - 211.91.76.143:443,,,
429,https://37.com.cn,37.com.cn,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51430,37.com.cn - 211.91.76.143:443,01:15:09.239,01:15:36.556,27317,01:15:36.556,01:15:36.556,0,27317,01:15:36.556,0,0,0,0,,37.com.cn - 211.91.76.143:443,,,
430,https://37.com.cn,37.com.cn,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51431,37.com.cn - 211.91.76.143:443,01:15:09.239,01:15:36.556,27317,01:15:36.556,01:15:36.556,0,27317,01:15:36.556,0,0,0,0,,37.com.cn - 211.91.76.143:443,,,
425,https://sdk-api-secure.37.com.cn/api/ai-play-assistant/v1/control/config,sdk-api-secure.37.com.cn,/api/ai-play-assistant/v1/control/config,Completed,200,POST,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51425,sdk-api-secure.37.com.cn - 42.194.157.10:443,01:15:09.165,01:15:09.304,138,01:15:09.355,01:15:09.356,0,191,01:15:09.356,2006,107,0,0,,sdk-api-secure.37.com.cn - 42.194.157.10:443,*.37.com.cn,*.37.com.cn; 37.com.cn; sdk-api-secure.37.com.cn,
431,https://odchqpto.com,odchqpto.com,,Completed,200,CONNECT,,192.168.31.109,192.168.31.109:51432,odchqpto.com - 119.29.49.69:443,01:15:09.353,01:15:39.856,30503,01:15:39.856,01:15:39.856,0,30503,01:15:39.856,0,0,0,0,,odchqpto.com - 119.29.49.69:443,,,
437,https://us-api-secure.37.com.cn/userinfo/getAvatarList?AAwIm71SOVMWYq63xdD9BO5VhGe_DZEZ5vt_abZnXBxmYczz1xdPT-UgRgG_3PI3S2tGXVf7rF0zalU8kRX0IKKy2sXuMzO35jxK4izkMwjx0wC-39xRVJBRSy3njza2ynWL-sRwAcWmL8s7tkFGyiTaEOlM27evuZWxeNzB9-huEY4_xfgI71tjfHOt_soXNnhYXDfNO3m-D4uVaAWJHmZGedr5ElaPw_z2LRkqepCAVrSfSlAYlw-MmupMtkX_CWrNfkbNQQgIBISdFtZMTg7AoPiEVpsBqza1Ipzpk_9f1mei_wHBakD36MVBlGJDN8O2MI3G8SM9G4Qv1B2EkTk2Up73rfjP7zyrEN5a4cpVHzEfKofofaTXkNgnuMRwKW9WwCH3lh2OhYQA_bhd5ODE_39p4kfC5r6tfW0i56jjYhhXOiVVYbK04sQVQs0R,us-api-secure.37.com.cn,/userinfo/getAvatarList,Completed,200,GET,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51437,us-api-secure.37.com.cn - 42.194.157.10:443,01:15:09.409,01:15:09.548,139,01:15:09.605,01:15:09.605,0,196,01:15:09.605,0,448,0,0,,us-api-secure.37.com.cn - 42.194.157.10:443,*.37.com.cn,*.37.com.cn; 37.com.cn; us-api-secure.37.com.cn,
450,https://message-api-secure.37.com.cn/api/message-state-api/v1/red_dot/quantity?Mkm7SMgB4cc8EHUr6ZCmaptytIoAmB2gG4IChN0W_R0aqVw_Y-K0ZTqO9mbIhDmsjXx0QS_En4IXOXUo3GBnap3qM9BzzrqlEU0XIYg0eeq2fa2mMR4BDcnhaKCqGXVMrIUOhCsVrtmdO9U52r-800_wgR16wSUz0YloeET9k8UiWxCQNAXkIMdlG1vt7Y35tXDKqW6ISgsxfyX9m3BMOOzV3KKvxodnSJw_tPnRXSI-xGJ_xhS041IGrDnbi9SgeLjtszPZ8lCtujt4TPlDGzcq604heePc_zQvsjxH7qCTxLoHzZu3JYM-CazCLKORWwe4Ma7MI9fu8aJPSftfWYOG5OM9BUaYPGjnTkvthvmXEiHCE12Zr1_5qlYA14Sl6OEPju8gFlagi3WXrk_yKizgtBO0HekiwZvvf0UVSwwP5foGjoJPtctugsgkFWFgt9CalmtLluQEkbSu-Xre5JwDCE8hoE0snFdYiWw-jIQUEJHrM5HMRv5Cg4eVosF5HToLvZduIcQO8Z22KwNgbD_07cnJVyNGKRidUNpsKqbjzaZVIUnrHNR8I4s3jT1sVk-WXabzxwaQ4a-Gt15RUWccHAYABRTjbyFLX5fw6REyopO7YK7oga_H2s9vfKNrS7KcSMVJEFfQSltWb4ylIhwI3AYWdYiyEMImr6gbDn-FMqwEhZCeQN1K7Qn3OzfYuFOpq62nOEcJ3DAA5Cp5_-L955ahlAHAaijqDG6rKglXOldBGX6rrO2wb3mByFSFrIkQPBeKJuABH96ZOHQAMIOXGZNfJlOc2cqauUEddXusSipQjVaUPeoq-9o7z5qS,message-api-secure.37.com.cn,/api/message-state-api/v1/red_dot/quantity,Completed,200,GET,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51439,message-api-secure.37.com.cn - 42.194.153.137:443,01:15:09.524,01:15:09.672,147,01:15:09.793,01:15:09.793,0,269,01:15:09.793,0,278,0,0,,message-api-secure.37.com.cn - 42.194.153.137:443,*.37.com.cn,*.37.com.cn; 37.com.cn; message-api-secure.37.com.cn,
451,https://message-api-secure.37.com.cn/api/message-state-api/v1/red_dot/sdk/get_warning,message-api-secure.37.com.cn,/api/message-state-api/v1/red_dot/sdk/get_warning,Completed,200,POST,application/json; charset=utf-8,192.168.31.109,192.168.31.109:51452,message-api-secure.37.com.cn - 42.194.153.137:443,01:15:09.558,01:15:09.687,129,01:15:09.779,01:15:09.780,0,222,01:15:09.780,1003,171,0,0,,message-api-secure.37.com.cn - 42.194.153.137:443,*.37.com.cn,*.37.com.cn; 37.com.cn; message-api-secure.37.com.cn,
469,https://gspe79-cn-ssl.ls.apple.com,gspe79-cn-ssl.ls.apple.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51470,gspe79-cn-ssl.ls.apple.com - 36.250.233.67:443,01:15:53.075,,,,,,,,0,0,0,0,,gspe79-cn-ssl.ls.apple.com - 36.250.233.67:443,,,
470,https://gsp-ssl.ls.apple.com,gsp-ssl.ls.apple.com,,Active,,CONNECT,,192.168.31.109,192.168.31.109:51471,gsp-ssl.ls.apple.com - 17.253.87.204:443,01:16:26.691,,,,,,,,0,0,0,0,,gsp-ssl.ls.apple.com - 17.253.87.204:443,,,
